gene_name,gene_biotype,chromosome,strand,transcript_count
MIR4779,miRNA,chr2,-,1
MIR4459,miRNA,chr5,-,1
MIR4684,miRNA,chr1,+,1
MIR4652,miRNA,chr7,+,1
MIR4782,miRNA,chr2,-,1
MIR4308,miRNA,chr14,-,1
MIR4447,miRNA,chr3,-,1
MIR3121,miRNA,chr1,-,1
MIR3941,miRNA,chr10,+,1
MIR4733,miRNA,chr17,-,1
MIR4502,miRNA,chr13,+,1
MIR3682,miRNA,chr2,-,1
MIR3672,miRNA,chrX,+,1
MIR3680-1,miRNA,chr16,-,1
MIR4768,miRNA,chrX,+,1
MIR548AQ,miRNA,chr3,-,1
MIR4443,miRNA,chr3,+,1
MIR3156-2,miRNA,chr18,+,1
MIR1269B,miRNA,chr17,-,1
MIR4435-1,miRNA,chr2,+,1
MIR4436A,miRNA,chr2,+,1
MIR548V,miRNA,chr8,-,1
MIR5697,miRNA,chr1,+,1
MIR4304,miRNA,chr12,-,1
MIR5690,miRNA,chr6,-,1
MIR4421,miRNA,chr1,+,1
MIR3164,miRNA,chr11,+,1
MIR3918,miRNA,chr6,-,1
MIR1268B,miRNA,chr17,+,1
MIR3143,miRNA,chr6,+,1
MIR3978,miRNA,chrX,+,1
MIR5708,miRNA,chr8,+,1
MIR4756,miRNA,chr20,-,1
MIR3659,miRNA,chr1,+,1
MIR5707,miRNA,chr7,+,1
MIR4471,miRNA,chr8,+,1
MIR4695,miRNA,chr1,-,1
MIR4539,miRNA,chr14,-,1
MIR548AG2,miRNA,chr20,+,1
MIR3139,miRNA,chr4,+,1
MIR3612,miRNA,chr12,+,1
MIR3929,miRNA,chr18,-,1
MIR548AK,miRNA,chr10,-,1
MIR3151,miRNA,chr8,+,1
MIR3690,miRNA,chrX,+,1
MIR4664,miRNA,chr8,-,1
MIR548AJ1,miRNA,chr6,-,1
MIR4508,miRNA,chr15,-,1
MIR4267,miRNA,chr2,-,1
MIR4460,miRNA,chr5,-,1
MIR4774,miRNA,chr2,+,1
MIR548AE2,miRNA,chr5,-,1
MIR4681,miRNA,chr10,+,1
MIR4284,miRNA,chr7,+,1
MIR3144,miRNA,chr6,+,1
MIR4438,miRNA,chr2,+,1
MIR4427,miRNA,chr1,+,1
MIR4506,miRNA,chr14,-,1
MIR3670-3,miRNA,chr16,-,1
MIR4330,miRNA,chrX,+,1
MIR3118-4,miRNA,chr15,+,1
MIR4292,miRNA,chr9,+,1
MIR3907,miRNA,chr7,-,1
MIR1273G,miRNA,chr1,+,1
MIR3177,miRNA,chr16,+,1
MIR4422,miRNA,chr1,+,1
MIR3939,miRNA,chr6,-,1
MIR548AG1,miRNA,chr4,+,1
MIR3123,miRNA,chr1,+,1
MIR548X,miRNA,chr21,-,1
MIR4276,miRNA,chr4,+,1
MIR4287,miRNA,chr8,-,1
MIR3689D1,miRNA,chr9,-,1
MIR4797,miRNA,chr3,-,1
MIR4514,miRNA,chr15,-,1
MIR5704,miRNA,chr3,-,1
MIR4495,miRNA,chr12,-,1
MIR4516,miRNA,chr16,+,1
MIR3174,miRNA,chr15,+,1
MIR3689A,miRNA,chr9,-,1
MIR4289,miRNA,chr9,-,1
MIR4489,miRNA,chr11,+,1
MIR3914-1,miRNA,chr7,-,1
MIR4748,miRNA,chr19,+,1
MIR4696,miRNA,chr11,-,1
MIR3685,miRNA,chr12,+,1
MIR4280,miRNA,chr5,-,1
MIR5692C1,miRNA,chr5,-,1
MIR5195,miRNA,chr14,-,1
MIR3146,miRNA,chr7,-,1
MIR4749,miRNA,chr19,+,1
MIR4445,miRNA,chr3,+,1
MIR4319,miRNA,chr18,-,1
MIR4266,miRNA,chr2,-,1
MIR4725,miRNA,chr17,+,1
MIR544B,miRNA,chr3,+,1
MIR4735,miRNA,chr1,-,1
MIR4519,miRNA,chr16,-,1
MIR5694,miRNA,chr14,-,1
MIR3671,miRNA,chr1,-,1
MIR4488,miRNA,chr11,+,1
MIR4764,miRNA,chr22,-,1
MIR4309,miRNA,chr14,+,1
hsa-mir-548c,miRNA,chr12,-,1
MIR4477B,miRNA,chr9,+,1
MIR3609,miRNA,chr7,+,1
MIR4659A,miRNA,chr8,+,1
MIR4509-2,miRNA,chr15,+,1
MIR4690,miRNA,chr11,+,1
MIR3649,miRNA,chr12,-,1
MIR4500,miRNA,chr13,-,1
MIR4771-2,miRNA,chr2,-,1
MIR3617,miRNA,chr20,-,1
MIR5693,miRNA,chr13,-,1
MIR4432,miRNA,chr2,-,1
MIR5192,miRNA,chr2,+,1
MIR5700,miRNA,chr12,+,1
MIR4326,miRNA,chr20,+,1
MIR4525,miRNA,chr17,-,1
MIR4440,miRNA,chr2,-,1
MIR4423,miRNA,chr1,+,1
MIR5587,miRNA,chr16,+,1
MIR4759,miRNA,chr21,+,1
MIR4435-2,miRNA,chr2,-,1
MIR4533,miRNA,chr20,+,1
MIR4654,miRNA,chr1,+,1
MIR5190,miRNA,chr18,+,1
MIR5583-1,miRNA,chr18,+,1
MIR4711,miRNA,chr1,-,1
MIR3646,miRNA,chr20,+,1
MIR3147,miRNA,chr7,+,1
MIR4666A,miRNA,chr1,+,1
MIR4282,miRNA,chr6,-,1
MIR5095,miRNA,chr1,+,1
MIR3186,miRNA,chr17,-,1
MIR1260B,miRNA,chr11,+,1
MIR4661,miRNA,chr8,+,1
MIR5585,miRNA,chr1,+,1
MIR5589,miRNA,chr19,+,1
MIR3926-1,miRNA,chr8,-,1
MIR3156-3,miRNA,chr21,-,1
MIR3167,miRNA,chr11,-,1
MIR4323,miRNA,chr19,-,1
MIR3611,miRNA,chr10,-,1
MIR3178,miRNA,chr16,-,1
MIR3176,miRNA,chr16,+,1
MIR5091,miRNA,chr4,+,1
MIR4279,miRNA,chr5,-,1
MIR4644,miRNA,chr6,+,1
MIR4475,miRNA,chr9,-,1
MIR4428,miRNA,chr1,+,1
MIR5096,miRNA,chr4,+,1
MIR4743,miRNA,chr18,+,1
MIR3683,miRNA,chr7,-,1
MIR744,miRNA,chr17,+,1
MIR3118-1,miRNA,chr21,-,1
MIR4518,miRNA,chr16,+,1
MIR5093,miRNA,chr16,-,1
MIR4668,miRNA,chr9,+,1
MIR5692A1,miRNA,chr7,+,1
MIR3909,miRNA,chr22,+,1
MIR4293,miRNA,chr10,-,1
MIR4663,miRNA,chr8,-,1
MIR3665,miRNA,chr13,-,1
MIR4503,miRNA,chr14,-,1
hsa-mir-4536-1,miRNA,chrX,+,1
MIR4281,miRNA,chr5,-,1
MIR4776-1,miRNA,chr2,+,1
MIR3657,miRNA,chr12,-,1
MIR5002,miRNA,chr3,+,1
MIR4740,miRNA,chr17,-,1
MIR4273,miRNA,chr3,+,1
MIR3157,miRNA,chr10,-,1
MIR4636,miRNA,chr5,-,1
MIR4424,miRNA,chr1,+,1
MIR4451,miRNA,chr4,+,1
MIR3163,miRNA,chr11,-,1
MIR4719,miRNA,chr16,+,1
MIR5580,miRNA,chr14,-,1
MIR4264,miRNA,chr2,-,1
MIR4746,miRNA,chr19,+,1
MIR3713,miRNA,chr15,+,1
MIR4259,miRNA,chr1,-,1
MIR2392,miRNA,chr14,+,1
MIR3196,miRNA,chr20,+,1
MIR5197,miRNA,chr5,+,1
MIR4641,miRNA,chr6,+,1
MIR5681A,miRNA,chr8,+,1
MIR4479,miRNA,chr9,+,1
MIR3201,miRNA,chr22,+,1
MIR3934,miRNA,chr6,+,1
MIR3689F,miRNA,chr9,-,1
MIR4452,miRNA,chr4,-,1
MIR4715,miRNA,chr15,-,1
MIR4268,miRNA,chr2,-,1
MIR4650-1,miRNA,chr7,-,1
MIR4318,miRNA,chr18,+,1
MIR4706,miRNA,chr14,+,1
MIR3619,miRNA,chr22,+,1
MIR5701-1,miRNA,chr15,+,1
MIR3145,miRNA,chr6,-,1
MIR4530,miRNA,chr19,-,1
MIR4418,miRNA,chr1,+,1
MIR5579,miRNA,chr11,-,1
MIR4254,miRNA,chr1,-,1
MIR3166,miRNA,chr11,+,1
MIR4527,miRNA,chr18,+,1
MIR4478,miRNA,chr9,-,1
MIR4512,miRNA,chr15,-,1
MIR4713,miRNA,chr15,+,1
MIR4766,miRNA,chr22,-,1
MIR4703,miRNA,chr13,+,1
MIR3692,miRNA,chr6,+,1
MIR4742,miRNA,chr1,-,1
MIR4642,miRNA,chr6,+,1
MIR3972,miRNA,chr1,+,1
MIR4754,miRNA,chr19,-,1
MIR3677,miRNA,chr16,+,1
MIR4299,miRNA,chr11,-,1
MIR3126,miRNA,chr2,+,1
MIR3908,miRNA,chr12,+,1
MIR3169,miRNA,chr13,-,1
MIR4739,miRNA,chr17,-,1
MIR4325,miRNA,chr20,-,1
MIR5692C2,miRNA,chr7,-,1
MIR4297,miRNA,chr10,-,1
MIR4274,miRNA,chr4,+,1
MIR3945,miRNA,chr4,-,1
MIR4490,miRNA,chr11,-,1
MIR4498,miRNA,chr12,-,1
MIR4437,miRNA,chr2,-,1
MIR3149,miRNA,chr8,-,1
MIR4676,miRNA,chr10,+,1
MIR5695,miRNA,chr19,+,1
MIR4757,miRNA,chr2,+,1
MIR4708,miRNA,chr14,-,1
MIR3135A,miRNA,chr3,+,1
MIR4645,miRNA,chr6,-,1
MIR3661,miRNA,chr5,+,1
MIR5680,miRNA,chr8,+,1
MIR3680-2,miRNA,chr16,-,1
MIR4464,miRNA,chr6,+,1
MIR3194,miRNA,chr20,-,1
MIR4646,miRNA,chr6,-,1
MIR4444-2,miRNA,chr3,+,1
MIR3663,miRNA,chr10,-,1
MIR4419A,miRNA,chr1,-,1
MIR548H5,miRNA,chr6,+,1
MIR548AE1,miRNA,chr2,+,1
MIR3689E,miRNA,chr9,-,1
MIR4482,miRNA,chr10,-,1
MIR3910-1,miRNA,chr9,+,1
MIR4535,miRNA,chr22,+,1
MIR4634,miRNA,chr5,+,1
MIR212,miRNA,chr17,-,1
MIR132,miRNA,chr17,-,1
MIR3188,miRNA,chr19,+,1
MIR1470,miRNA,chr19,+,1
MIR98,miRNA,chrX,-,1
MIR4791,miRNA,chr3,-,1
MIR4466,miRNA,chr6,-,1
MIR139,miRNA,chr11,-,1
MIR502,miRNA,chrX,+,1
MIR3666,miRNA,chr7,+,1
MIR3976,miRNA,chr18,+,1
MIR432,miRNA,chr14,+,1
MIR4787,miRNA,chr3,+,1
SNORA25,snoRNA,chr13,-,1
RNU105C,snoRNA,chr8,+,1
snoU2_19,snoRNA,chr7,-,1
SNORA60,snoRNA,chr20,+,1
SNORA9,snoRNA,chr13,+,1
SNORA21,snoRNA,chr17,-,1
SNORD115-34,snoRNA,chr15,+,1
SNORD60,snoRNA,chr10,-,1
SNORA63,snoRNA,chr3,+,1
U3,snoRNA,chr7,+,1
SNORD114-7,snoRNA,chr14,+,1
SNORA1,snoRNA,chr8,-,1
SNORD62,snoRNA,chr9,+,1
SNORD9,snoRNA,chr14,-,1
SNORD115-12,snoRNA,chr15,+,1
SNORA64,snoRNA,chr7,-,1
SNORA27,snoRNA,chr16,-,1
SNORA31,snoRNA,chr13,-,1
SNORD115-25,snoRNA,chr15,+,1
SNORA22,snoRNA,chr12,-,1
SNORD18C,snoRNA,chr15,-,1
SNORD114-1,snoRNA,chr14,+,1
SNORD114-14,snoRNA,chr14,+,1
SNORD33,snoRNA,chr19,+,1
SNORD16,snoRNA,chr15,-,1
SNORD115-29,snoRNA,chr15,+,1
SNORD115-2,snoRNA,chr15,+,1
U8,snoRNA,chr18,-,1
SNORD36A,snoRNA,chr9,+,1
SNORD104,snoRNA,chr17,+,1
SNORD115-9,snoRNA,chr15,+,1
SNORD56,snoRNA,chr22,-,1
SNORA52,snoRNA,chr11,+,1
SNORA42,snoRNA,chr16,-,1
SNORD114-5,snoRNA,chr14,+,1
SNORA17,snoRNA,chr3,+,1
SNORD115-21,snoRNA,chr15,+,1
SNORD50,snoRNA,chr4,+,1
SNORD114-16,snoRNA,chr14,+,1
ACEA_U3,snoRNA,chr3,-,1
SNORD81,snoRNA,chr1,+,1
SNORD114-19,snoRNA,chr14,+,1
SNORA2,snoRNA,chr1,+,1
SNORD115-14,snoRNA,chr15,+,1
SNORD1B,snoRNA,chr17,+,1
SNORD115-19,snoRNA,chr15,+,1
SNORD115-3,snoRNA,chr15,+,1
SNORA73,snoRNA,chr18,+,1
SNORD45,snoRNA,chr5,-,1
SNORA30,snoRNA,chr17,+,1
SNORD44,snoRNA,chr13,+,1
SNORD68,snoRNA,chr16,+,1
SNORA73B,snoRNA,chr1,+,1
SNORD114-31,snoRNA,chr14,+,1
SNORA51,snoRNA,chr7,+,1
SNORD113,snoRNA,chr14,+,1
SNORD115-18,snoRNA,chr15,+,1
SNORD74,snoRNA,chr15,-,1
SNORD113-6,snoRNA,chr14,+,1
SNORA70,snoRNA,chr19,+,1
SNORD35A,snoRNA,chr19,+,1
SNORD114-10,snoRNA,chr14,+,1
SNORA18,snoRNA,chr3,-,1
SNORA36,snoRNA,chr10,+,1
SNORA71D,snoRNA,chr20,-,1
SNORA72,snoRNA,chr3,-,1
SNORD113-8,snoRNA,chr14,+,1
SNORA38B,snoRNA,chr17,+,1
SNORD115-24,snoRNA,chr15,+,1
SNORD114-23,snoRNA,chr14,+,1
SNORD114-26,snoRNA,chr14,+,1
SNORD118,snoRNA,chr17,-,1
SNORD115-41,snoRNA,chr15,+,1
SNORD114-28,snoRNA,chr14,+,1
SNORD115-11,snoRNA,chr15,+,1
SNORD115-5,snoRNA,chr15,+,1
SNORD35B,snoRNA,chr19,+,1
SNORA33,snoRNA,chr6,+,1
SNORD115-39,snoRNA,chr15,+,1
SNORD115-33,snoRNA,chr15,+,1
SNORD114-11,snoRNA,chr14,+,1
SNORD114-25,snoRNA,chr14,+,1
SNORA7,snoRNA,chrX,+,1
SNORD18A,snoRNA,chr15,-,1
SNORD113-7,snoRNA,chr14,+,1
SNORD114-27,snoRNA,chr14,+,1
SNORD115-37,snoRNA,chr15,+,1
SNORA5B,snoRNA,chr7,-,1
SNORD116-10,snoRNA,chr15,+,1
SNORD18,snoRNA,chr15,-,1
SNORD115-4,snoRNA,chr15,+,1
SNORD115-8,snoRNA,chr15,+,1
SNORD38,snoRNA,chr13,+,1
SNORD115-16,snoRNA,chr15,+,1
SNORD8,snoRNA,chr14,-,1
SNORA80A,snoRNA,chr21,-,1
SNORD115-28,snoRNA,chr15,+,1
SNORD115-6,snoRNA,chr15,+,1
SNORA38,snoRNA,chr6,+,1
SNORD114-2,snoRNA,chr14,+,1
SNORD36B,snoRNA,chr9,+,1
SNORD114-4,snoRNA,chr14,+,1
SNORD14E,snoRNA,chr11,-,1
SNORD46,snoRNA,chr1,+,1
SNORD115-32,snoRNA,chr15,+,1
SNORA74A,snoRNA,chr5,+,1
SNORD95,snoRNA,chr9,+,1
SNORA3A,snoRNA,chr11,+,1
SNORD115-30,snoRNA,chr15,+,1
SNORA58,snoRNA,chr1,-,1
SNORA4,snoRNA,chr7,-,1
SNORD115-42,snoRNA,chr15,+,1
SNORA62,snoRNA,chr8,+,1
SNORD42,snoRNA,chr22,-,1
SNORD114-9,snoRNA,chr14,+,1
SNORD114-13,snoRNA,chr14,+,1
SNORD114-6,snoRNA,chr14,+,1
SNORD73B,snoRNA,chr4,+,1
SNORD115-27,snoRNA,chr15,+,1
SNORA65,snoRNA,chr9,-,1
SNORD114-30,snoRNA,chr14,+,1
SNORD115-22,snoRNA,chr15,+,1
SNORD32B,snoRNA,chr6,+,1
SNORD115-23,snoRNA,chr15,+,1
RNU105B,snoRNA,chr20,+,1
SNORA32,snoRNA,chr14,-,1
SNORA68,snoRNA,chr19,-,1
SNORA71,snoRNA,chr10,+,1
SNORD14B,snoRNA,chr11,-,1
snoZ40,snoRNA,chr3,+,1
SNORA55,snoRNA,chr1,-,1
SNORA16,snoRNA,chrX,-,1
SNORD115-17,snoRNA,chr15,+,1
SNORD45B,snoRNA,chr1,+,1
SNORA71C,snoRNA,chr20,-,1
SNORA16B,snoRNA,chr1,+,1
SNORD114-15,snoRNA,chr14,+,1
SNORD114-17,snoRNA,chr14,+,1
SNORA67,snoRNA,chr1,+,1
SNORD115-48,snoRNA,chr15,+,1
SNORA14A,snoRNA,chr7,+,1
SNORA20,snoRNA,chrX,+,1
SNORD113-4,snoRNA,chr14,+,1
SNORD32A,snoRNA,chr19,+,1
SNORD115-15,snoRNA,chr15,+,1
SNORD114-29,snoRNA,chr14,+,1
SNORD113-3,snoRNA,chr14,+,1
SNORA43,snoRNA,chr11,+,1
SNORD52,snoRNA,chr6,+,1
SNORA5C,snoRNA,chr7,-,1
SNORD117,snoRNA,chr6,-,1
SNORD48,snoRNA,chr6,+,1
SNORD115-1,snoRNA,chr15,+,1
SNORD114-3,snoRNA,chr14,+,1
SNORD31,snoRNA,chr13,-,1
snoU2-30,snoRNA,chrX,-,1
SNORD114-24,snoRNA,chr14,+,1
SNORD115-38,snoRNA,chr15,+,1
SNORD115-10,snoRNA,chr15,+,1
SNORD113-9,snoRNA,chr14,+,1
SNORD115-20,snoRNA,chr15,+,1
SNORD115-35,snoRNA,chr15,+,1
SNORA23,snoRNA,chr11,+,1
SNORD38A,snoRNA,chr1,+,1
SNORD114-20,snoRNA,chr14,+,1
SNORD58C,snoRNA,chr18,-,1
SNORD114-18,snoRNA,chr14,+,1
SNORD115-31,snoRNA,chr15,+,1
SNORD113-1,snoRNA,chr14,+,1
SNORD14C,snoRNA,chr11,-,1
SNORD115-44,snoRNA,chr15,+,1
SNORD114-12,snoRNA,chr14,+,1
SNORD51,snoRNA,chr14,-,1
SNORD114-22,snoRNA,chr14,+,1
SNORD6,snoRNA,chr11,-,1
SNORD115-43,snoRNA,chr15,+,1
SNORD82,snoRNA,chr2,-,1
SNORD14,snoRNA,chr2,-,1
SNORD116,snoRNA,chr1,-,1
SNORD115-36,snoRNA,chr15,+,1
SNORD34,snoRNA,chr19,+,1
SNORD18B,snoRNA,chr15,-,1
SNORA57,snoRNA,chr11,+,1
SNORD58A,snoRNA,chr18,-,1
SNORD116-11,snoRNA,chr15,+,1
SNORD24,snoRNA,chr9,+,1
SNORA2A,snoRNA,chr12,-,1
SNORD45C,snoRNA,chr1,+,1
SNORD116-14,snoRNA,chr15,+,1
SNORA69,snoRNA,chrX,-,1
SNORA80B,snoRNA,chr2,-,1
SNORA70G,snoRNA,chr12,-,1
SNORD116-17,snoRNA,chr15,+,1
SNORD21,snoRNA,chr1,+,1
SNORD116-18,snoRNA,chr15,+,1
SNORA56,snoRNA,chrX,+,1
SNORD116-9,snoRNA,chr15,+,1
SNORD101,snoRNA,chr6,+,1
SNORA6,snoRNA,chr3,+,1
SNORD37,snoRNA,chr19,-,1
SNORA75,snoRNA,chr4,-,1
SNORA15,snoRNA,chr7,+,1
SNORA10,snoRNA,chr16,-,1
SNORA5A,snoRNA,chr7,-,1
SNORA70F,snoRNA,chr2,-,1
SNORA24,snoRNA,chr15,-,1
SNORA29,snoRNA,chr6,-,1
SNORA70B,snoRNA,chr2,-,1
SNORD15A,snoRNA,chr11,+,1
SNORA36A,snoRNA,chrX,+,1
SNORA50A,snoRNA,chr16,-,1
SNORA8,snoRNA,chr6,+,1
SNORD61,snoRNA,chrX,-,1
SNORD63,snoRNA,chr5,-,1
SNORD116-2,snoRNA,chr15,+,1
SNORA5,snoRNA,chr3,+,1
SNORA54,snoRNA,chr11,-,1
SNORD116-3,snoRNA,chr15,+,1
SNORA36C,snoRNA,chr2,-,1
SNORD59A,snoRNA,chr12,-,1
SNORD116-1,snoRNA,chr15,+,1
SNORA7B,snoRNA,chr3,-,1
SNORD116-8,snoRNA,chr15,+,1
SNORD14D,snoRNA,chr11,-,1
SNORD116-7,snoRNA,chr15,+,1
SNORD116-13,snoRNA,chr15,+,1
SNORD116-15,snoRNA,chr15,+,1
SNORA14B,snoRNA,chr1,-,1
SNORD116-5,snoRNA,chr15,+,1
SNORD116-12,snoRNA,chr15,+,1
SNORA70E,snoRNA,chr11,-,1
SNORA37,snoRNA,chr18,-,1
SNORD45A,snoRNA,chr1,+,1
SNORD116-29,snoRNA,chr15,+,1
SNORD116-16,snoRNA,chr15,+,1
SNORA70C,snoRNA,chr9,-,1
SNORD116-24,snoRNA,chr15,+,1
SNORD20,snoRNA,chr2,-,1
SNORD7,snoRNA,chr17,+,1
SNORA2B,snoRNA,chr12,-,1
SNORD116-23,snoRNA,chr15,+,1
SNORA41,snoRNA,chr2,+,1
SNORD38B,snoRNA,chr1,+,1
SNORD116-6,snoRNA,chr15,+,1
SNORD56B,snoRNA,chr14,+,1
SNORD15B,snoRNA,chr11,+,1
SNORD116-19,snoRNA,chr15,+,1
SNORA19,snoRNA,chr10,-,1
SNORA80E,snoRNA,chr1,-,1
SNORA46,snoRNA,chr16,-,1
SNORA7A,snoRNA,chr3,-,1
SNORD102,snoRNA,chr13,+,1
SNORA66,snoRNA,chr1,+,1
SNORA40,snoRNA,chr2,+,1
SNORD94,snoRNA,chr2,+,1
SNORD73A,snoRNA,chr4,+,1
SNORA35,snoRNA,chrX,+,1
SNORD96B,snoRNA,chrX,-,1
SNORA49,snoRNA,chr12,+,1
SNORD12C,snoRNA,chr20,+,1
SNORD83B,snoRNA,chr22,-,1
SNORD83A,snoRNA,chr22,-,1
SNORA48,snoRNA,chr17,+,1
SNORD105,snoRNA,chr19,+,1
SNORD41,snoRNA,chr19,-,1
SNORD67,snoRNA,chr11,-,1
SNORD66,snoRNA,chr3,+,1
SNORD64,snoRNA,chr1,-,1
SNORD91A,snoRNA,chr17,-,2
SNORD78,snoRNA,chr2,+,1
SNORA12,snoRNA,chr2,+,1
SNORA26,snoRNA,chr1,+,1
SNORD65,snoRNA,chr4,-,1
SNORD17,snoRNA,chr20,-,1
SNORD77,snoRNA,chr15,-,1
SNORD89,snoRNA,chr2,-,1
SNORD28,snoRNA,chr6,+,1
SNORD72,snoRNA,chr5,-,1
SNORD12,snoRNA,chr20,+,1
SNORD70,snoRNA,chr2,+,1
SNORD115-45,snoRNA,chr15,+,1
SNORD113-2,snoRNA,chr14,+,1
snosnR66,snoRNA,chr11,-,1
SNORA74B,snoRNA,chr5,+,1
SNORD115,snoRNA,chr10,+,1
SNORA53,snoRNA,chr12,+,1
SNORD90,snoRNA,chr9,-,1
SNORD69,snoRNA,chr3,+,1
SNORD19,snoRNA,chr3,+,1
SNORD86,snoRNA,chr20,+,1
SNORD115-47,snoRNA,chr15,+,1
SNORA3B,snoRNA,chr11,+,1
SNORD30,snoRNA,chrX,+,1
SNORD58,snoRNA,chr14,+,1
snoMBII-202,snoRNA,chr17,+,1
SNORA50,snoRNA,chr5,+,1
SNORD88C,snoRNA,chr19,-,1
SNORA11,snoRNA,chr14,-,1
SNORD111,snoRNA,chr16,+,1
SNORA77,snoRNA,chr1,-,1
SNORA3,snoRNA,chr8,-,1
SNORA11B,snoRNA,chr14,+,1
SNORD110,snoRNA,chr20,+,1
SNORD23,snoRNA,chr18,-,1
SNORD88A,snoRNA,chr19,-,1
SNORD75,snoRNA,chr2,+,1
SNORA79,snoRNA,chr14,-,1
SNORD88B,snoRNA,chr19,-,1
SNORA81,snoRNA,chr3,+,1
SNORA11C,snoRNA,chrX,+,1
SNORA11D,snoRNA,chrX,+,1
SNORA2C,snoRNA,chr12,-,1
SNORD100,snoRNA,chr6,+,1
SNORD111B,snoRNA,chr16,+,1
SNORD99,snoRNA,chr1,-,1
SNORD88,snoRNA,chr12,+,1
SNORA11E,snoRNA,chrX,-,1
SNORD93,snoRNA,chr7,+,1
SNORD12B,snoRNA,chr20,+,1
SNORA36B,snoRNA,chr1,-,1
SNORD29,snoRNA,chr5,+,1
SNORA74,snoRNA,chr10,+,1
SNORD71,snoRNA,chr16,-,1
SNORD83,snoRNA,chr12,+,1
SNORA71A,snoRNA,chr20,-,1
SNORD57,snoRNA,chr20,+,1
SNORD62B,snoRNA,chr9,+,1
SNORD62A,snoRNA,chr9,+,1
SNORA71B,snoRNA,chr20,-,2
snoU13,snoRNA,chr2,-,1
SNORD121B,snoRNA,chr9,-,1
SNORD11,snoRNA,chr2,+,1
SNORD126,snoRNA,chr14,-,1
SNORA13,snoRNA,chr5,+,1
snoU109,snoRNA,chr2,+,1
SNORD42B,snoRNA,chr17,+,1
SNORD13P1,snoRNA,chr22,-,1
SNORD105B,snoRNA,chr19,+,1
SNORD4A,snoRNA,chr17,+,1
SNORD4B,snoRNA,chr17,+,1
SNORD97,snoRNA,chr11,-,1
SNORD42A,snoRNA,chr17,+,1
SNORD54,snoRNA,chr8,-,1
ACA64,snoRNA,chr16,-,1
SNORD2,snoRNA,chr10,-,1
SCARNA18B,snoRNA,chr1,-,1
SNORD124,snoRNA,chr17,-,1
SCARNA12,snoRNA,chr12,-,1
SCARNA18,snoRNA,chr5,-,1
SNORD5,snoRNA,chr8,+,1
SNORD19B,snoRNA,chr3,+,1
SNORD121A,snoRNA,chr9,-,1
SNORD10,snoRNA,chr17,+,1
SNORA47,snoRNA,chr5,-,1
SNORD112,snoRNA,chr8,-,1
SCARNA10,snoRNA,chr12,+,1
SNORD108,snoRNA,chr15,+,1
SNORD13,snoRNA,chr8,+,1
SNORD127,snoRNA,chr14,+,1
SNORD123,snoRNA,chr5,+,1
SNORD125,snoRNA,chr22,-,1
SNORD13P3,snoRNA,chr3,-,1
SNORA59A,snoRNA,chr1,+,1
SNORD109B,snoRNA,chr15,+,1
SNORA84,snoRNA,chr9,-,1
ACA59,snoRNA,chr2,-,1
SNORD116-26,snoRNA,chr15,+,1
snoMe28S-Am2634,snoRNA,chr12,-,1
SNORD79,snoRNA,chr4,+,1
SNORD116-27,snoRNA,chr15,+,1
SNORA14,snoRNA,chr10,-,1
SNORA76,snoRNA,chr16,-,1
SNORD27,snoRNA,chr13,-,1
snoZ6,snoRNA,chr19,-,1
SNORD116-30,snoRNA,chr15,+,1
SNORD116-25,snoRNA,chr15,+,1
SNORD59,snoRNA,chr2,-,1
SNORD36C,snoRNA,chr9,+,1
SNORA44,snoRNA,chr1,-,1
snoZ278,snoRNA,chr15,+,1
snoU83B,snoRNA,chr14,+,1
SNORD36,snoRNA,chr13,+,1
SNORD87,snoRNA,chr8,-,1
SNORD3B-2,snoRNA,chr17,-,3
SNORD84,snoRNA,chrCHR_HSCHR6_MHC_SSTO_CTG1,-,1
SNORA70D,snoRNA,chr16,-,1
SNORD39,snoRNA,chr2,+,1
SNORD43,snoRNA,chr22,-,1
SNORD3A,snoRNA,chr17,+,3
SNORD55,snoRNA,chr1,+,1
SNORD3C,snoRNA,chr17,-,3
SNORD92,snoRNA,chr2,+,1
SNORD53,snoRNA,chr2,+,1
SNORD3B-1,snoRNA,chr17,+,3
SNORD53_SNORD92,snoRNA,chr2,+,1
SNORA59B,snoRNA,chr17,+,2
SNORD11B,snoRNA,chr2,+,1
SNORD58B,snoRNA,chr18,-,1
SNORD14A,snoRNA,chr11,-,1
SNORD96A,snoRNA,chr5,-,1
SNORD114-21,snoRNA,chr14,+,1
SNORD115-40,snoRNA,chr15,+,1
SNORD113-5,snoRNA,chr14,+,1
SNORA28,snoRNA,chr14,+,1
LINC01587,processed_transcript,chr4,+,4
XXbac-B461K10.4,processed_transcript,chr22,-,1
FAM182A,processed_transcript,chr20,+,5
C22orf24,processed_transcript,chr22,-,3
H19,processed_transcript,chr11,-,14
RP11-809H16.2,processed_transcript,chr15,+,1
RP11-96C23.13,processed_transcript,chr10,+,1
RP11-66N24.4,processed_transcript,chr14,+,5
SNHG16,processed_transcript,chr17,+,8
LINC00483,processed_transcript,chr17,-,5
AC104389.28,processed_transcript,chr11,-,4
LINC00905,processed_transcript,chr19,+,7
TPT1-AS1,processed_transcript,chr13,+,22
SERHL,processed_transcript,chr22,+,3
RP11-97O12.7,processed_transcript,chr15,-,1
SNHG11,processed_transcript,chr20,+,15
LRRC75A-AS1,processed_transcript,chr17,+,30
